Origin,Dest,flight_count,avg_distance,avg_air_time,avg_dep_delay,avg_arr_delay
ALB,CLT,729,1039.63,104.5,2.11,2.32
ALB,CVG,2173,1002.62,99.98,2.44,-0.8
ALB,DCA,1995,511.77,60.93,4.19,4.53
ALB,DTW,3091,785.36,79.91,4.59,1.71
ALB,LAS,239,3600.09,298.88,6.98,-9.91
ALB,MCO,2273,1726.82,156.62,5.75,1.71
ALB,ORD,4344,1163.55,111.98,8.86,9.39
ALB,PHL,3649,341.18,49.99,9.16,11.08
ALB,PIT,2849,590.63,63.4,6.83,7.65
ALB,PVD,1,226.92,29.0,6.0,8.0
ALB,PWM,273,300.95,33.06,-3.29,-3.49
AMA,ABQ,1372,445.79,44.37,12.31,11.55
AMA,DAL,5335,521.43,49.38,9.29,8.02
AMA,DFW,2147,503.72,49.03,3.4,3.39
AMA,LAS,730,1219.88,106.73,0.93,-3.72
ANC,ADQ,1453,405.55,43.36,11.72,11.14
ANC,AKN,667,465.1,47.34,14.39,14.03
ANC,ATL,122,5499.11,381.01,4.28,-5.17
ANC,BET,2066,642.13,60.0,14.51,14.75
ANC,CDV,727,257.49,32.45,15.74,13.51
ANC,DFW,5,4897.22,349.2,3.0,-10.6
ANC,DLG,335,529.47,51.21,20.28,20.1
ANC,DTW,266,4805.49,342.82,0.35,-6.53
ANC,DUT,1368,1274.6,113.82,13.78,12.63
ANC,FAI,7890,420.04,40.51,9.81,9.27
ANC,IAH,109,5256.1,367.23,24.42,10.67
ANC,JNU,2357,918.93,80.51,13.03,12.09
ANC,LAX,552,3773.9,288.82,13.88,9.96
ANC,MSP,2041,4052.32,291.69,4.9,-3.22
ANC,OME,973,867.43,76.75,10.25,7.79
ANC,ORD,581,4580.18,330.41,9.62,8.0
ANC,OTZ,1351,883.53,77.12,18.08,15.54
ANC,PDX,1256,2481.6,188.53,11.44,8.16
ANC,PHX,248,4105.43,300.24,9.67,3.17
ANC,SCC,727,1007.45,86.5,11.4,10.72
ANC,SEA,14162,2331.93,180.2,10.38,7.0
ANC,SFO,313,3247.65,257.67,13.45,13.37
ANC,SLC,1697,3419.85,244.33,1.33,-3.26
ANC,STL,323,4725.02,336.41,4.18,-0.65
ATL,ABE,1547,1113.66,92.49,10.74,11.63
ATL,ABQ,2142,2042.25,167.51,12.68,10.08
ATL,AGS,2445,230.14,27.79,5.44,6.73
ATL,ALB,2171,1371.16,108.04,14.21,14.43
ATL,ANC,122,5499.11,424.81,15.47,7.96
ATL,AUS,4120,1308.39,113.22,8.69,7.78
ATL,BDL,4347,1382.42,112.56,11.0,10.52
ATL,BHM,6667,215.65,28.05,9.3,8.45
ATL,BNA,6497,344.4,38.42,8.93,8.98
ATL,BOS,11569,1522.44,123.24,15.46,16.21
ATL,BTR,2170,722.59,66.64,8.78,8.67
ATL,BUF,2221,1145.85,92.32,12.66,13.3
ATL,BWI,8370,926.98,80.5,10.87,10.06
ATL,CAE,5640,307.38,32.12,6.94,7.68
ATL,CHS,6617,416.82,40.27,8.3,9.81
ATL,CLE,5918,891.57,80.8,6.78,6.71
ATL,CLT,11022,365.32,40.47,7.93,7.74
ATL,CMH,5086,717.77,65.0,9.47,9.14
ATL,COS,1453,1907.07,158.8,11.72,10.46
ATL,CVG,7976,600.28,60.61,9.67,8.28
ATL,DAB,3670,589.02,52.61,10.26,9.41
ATL,DAY,4113,695.23,63.48,8.59,7.69
ATL,DCA,11367,880.31,76.71,7.66,7.46
ATL,DEN,8463,1929.6,163.83,13.67,10.82
ATL,DFW,20071,1178.04,109.87,10.64,10.26
ATL,DTW,11635,955.95,88.29,9.71,8.01
ATL,EGE,197,2111.45,186.84,8.54,5.56
ATL,ELP,729,2063.17,170.18,6.65,7.99
ATL,EWR,18252,1198.96,105.43,15.48,14.9
ATL,FLL,6943,935.03,79.98,15.83,14.53
ATL,GSO,6398,492.46,49.02,10.22,10.93
ATL,GSP,5737,246.23,29.35,6.78,5.22
ATL,GUC,180,2093.75,183.59,10.88,7.86
ATL,HNL,730,7245.25,523.19,20.8,7.88
ATL,HOU,3103,1120.1,102.41,8.49,8.16
ATL,HSV,6497,243.01,29.69,8.33,8.54
ATL,IAD,12709,857.78,78.09,10.67,11.47
ATL,IAH,11355,1108.84,99.91,11.55,8.97
ATL,IND,4640,695.23,64.16,6.81,5.93
ATL,JAN,3436,548.78,53.47,11.11,8.62
ATL,JAX,7466,434.52,42.15,9.04,8.11
ATL,JFK,2629,1223.1,101.37,11.17,11.72
ATL,LAS,4207,2811.52,228.3,13.23,11.12
ATL,LAX,6735,3131.78,247.06,17.04,13.85
ATL,LEX,2357,487.63,47.31,10.18,10.87
ATL,LGA,14302,1224.71,103.17,17.07,18.9
ATL,LIT,3345,729.03,67.67,10.73,6.81
ATL,MCI,5517,1113.66,101.66,8.9,7.66
ATL,MCO,10638,648.56,58.21,13.13,11.3
ATL,MDT,1447,996.18,84.72,12.43,11.77
ATL,MDW,1539,949.51,84.29,12.53,11.3
ATL,MEM,9839,534.3,54.25,7.93,7.44
ATL,MGM,2261,236.57,29.08,8.31,6.92
ATL,MIA,12412,957.56,81.98,13.81,13.06
ATL,MKE,2852,1076.65,94.49,8.08,8.13
ATL,MLB,3247,712.94,62.29,8.82,7.14
ATL,MLU,729,720.98,66.43,9.73,11.44
ATL,MOB,5768,486.02,48.7,8.54,7.56
ATL,MSP,8579,1458.06,132.67,8.13,4.8
ATL,MSY,6564,683.97,67.16,9.96,9.19
ATL,OKC,2173,1224.71,106.41,34.1,7.1
ATL,OMA,2070,1321.27,113.39,10.89,10.57
ATL,ONT,909,3057.75,243.34,14.55,8.72
ATL,ORD,19978,975.26,92.55,14.31,17.3
ATL,ORF,5135,830.42,69.12,7.75,6.03
ATL,PBI,5825,877.09,73.86,11.65,10.71
ATL,PDX,1456,3495.49,276.23,19.14,12.75
ATL,PHL,14794,1070.21,95.12,12.8,13.45
ATL,PHX,7672,2554.02,214.74,11.76,10.08
ATL,PIT,7789,846.51,74.36,13.6,9.12
ATL,PNS,5072,437.74,45.4,9.33,9.87
ATL,PVD,2914,1453.23,113.72,7.82,6.32
ATL,PWM,1454,1652.79,126.59,15.84,6.56
ATL,RDU,7223,572.93,54.37,10.55,9.77
ATL,RIC,5055,774.09,65.41,7.75,7.08
ATL,ROC,2122,1205.4,97.49,13.6,13.47
ATL,RSW,5868,828.81,71.87,10.55,9.46
ATL,SAN,2716,3043.26,245.26,11.77,8.76
ATL,SAT,4392,1406.56,120.21,10.09,7.36
ATL,SAV,6336,346.01,35.92,9.49,9.19
ATL,SDF,5088,516.6,52.77,9.98,8.89
ATL,SEA,2217,3511.58,289.07,12.76,9.13
ATL,SFO,5633,3442.38,275.92,15.96,12.36
ATL,SHV,2176,888.36,81.41,11.95,6.5
ATL,SJC,1474,3405.36,278.1,11.38,7.89
ATL,SJU,3506,2489.65,179.31,12.8,11.52
ATL,SLC,7259,2557.24,209.56,11.8,10.28
ATL,SMF,1171,3366.74,270.87,14.41,10.72
ATL,SNA,1906,3088.32,250.63,8.17,6.41
ATL,SRQ,4370,716.16,62.65,9.36,7.58
ATL,STL,9934,777.31,79.28,8.83,8.47
ATL,STT,1074,2573.33,187.09,9.68,9.95
ATL,SYR,1479,1276.21,101.19,12.44,12.1
ATL,TLH,4466,358.88,36.5,11.62,10.9
ATL,TPA,8179,653.39,58.49,13.77,10.96
ATL,TUL,2889,1084.7,95.33,10.96,11.66
ATL,TYS,5041,244.62,28.62,10.08,9.64
AUS,ABQ,1,996.18,90.0,-5.0,-20.0
AUS,ATL,4200,1308.39,108.3,7.94,7.71
AUS,BNA,1380,1216.66,98.27,5.62,2.71
AUS,BWI,180,2159.73,167.14,6.8,-6.72
AUS,CLE,166,1889.37,151.15,-1.3,-1.11
AUS,CVG,815,1541.75,130.06,8.6,6.43
AUS,DAL,12789,304.17,38.55,7.51,7.43
AUS,DEN,1878,1247.24,106.04,9.88,10.95
AUS,DFW,12207,305.77,39.37,7.89,6.69
AUS,ELP,2783,849.73,74.61,10.29,7.45
AUS,EWR,1347,2420.45,196.54,12.7,7.14
AUS,HOU,9215,238.18,31.14,8.02,7.24
AUS,HRL,731,439.35,45.55,5.16,5.63
AUS,IAD,731,2087.31,170.45,13.18,17.88
AUS,IAH,7197,225.31,34.48,4.45,6.63
AUS,LAS,1274,1754.18,150.98,5.72,1.19
AUS,LAX,2044,1998.8,166.52,6.49,4.77
AUS,LBB,1447,548.78,51.64,9.65,9.0
AUS,MAF,1296,473.15,45.95,8.86,8.11
AUS,MCO,740,1598.07,127.42,18.97,14.75
AUS,MEM,2139,899.62,79.66,-0.09,-3.19
AUS,MFE,638,449.01,45.77,11.31,12.45
AUS,MIA,93,1776.71,135.52,-0.6,8.26
AUS,MSP,1365,1676.93,141.76,2.91,0.22
AUS,MSY,1,716.16,57.0,0.0,-5.0
AUS,ORD,5634,1573.93,133.69,8.4,11.81
AUS,PHX,6279,1403.34,125.61,6.46,5.35
AUS,RDU,274,1870.05,144.34,6.53,-9.28
AUS,RNO,12,2261.12,201.4,7.67,0.0
AUS,SAN,274,1873.27,155.88,3.54,-11.45
AUS,SAT,731,106.22,18.75,1.61,1.84
AUS,SFO,731,2420.45,210.64,11.78,5.65
AUS,SJC,1879,2375.39,197.3,6.6,5.74
AUS,SLC,1088,1746.13,148.79,3.82,2.54
AUS,STL,2782,1161.94,105.27,4.52,4.52
AUS,TPA,696,1493.47,119.22,15.04,8.03
AVL,CLT,3007,148.06,24.29,0.3,0.99
AVP,ALB,1,223.7,26.0,16.0,29.0
AVP,PHL,730,168.98,30.21,1.39,-0.99
AVP,PIT,2512,391.07,48.99,3.3,4.46
AZO,DTW,1327,181.86,29.28,4.31,3.67
AZO,LAN,272,99.78,16.56,-3.64,-4.25
AZO,MSP,1088,685.58,74.75,4.88,1.03
BDL,ATL,4346,1382.42,124.01,8.89,9.84
BDL,BNA,722,1371.16,125.82,5.77,-5.59
BDL,BOS,2,146.45,28.5,-7.0,8.0
BDL,BWI,4110,455.44,50.94,9.34,5.44
BDL,CLE,1523,764.44,83.6,2.63,2.21
BDL,CLT,2915,1036.41,98.44,8.35,9.72
BDL,CMH,132,885.14,83.62,12.28,1.74
BDL,CVG,2895,1063.77,103.74,6.18,6.06
BDL,DCA,2564,503.72,64.06,9.4,9.36
BDL,DEN,731,2689.21,235.95,6.18,5.57
BDL,DFW,2614,2367.34,206.39,7.3,-1.37
BDL,DTW,3381,881.92,90.04,3.53,2.96
BDL,EWR,383,186.68,33.59,-1.31,-2.95
BDL,FLL,2520,1887.76,170.38,7.13,3.23
BDL,IAD,3827,524.64,58.83,11.44,11.66
BDL,IAH,729,2425.28,209.21,1.05,-2.24
BDL,JFK,175,170.59,37.68,1.04,14.98
BDL,LAS,252,3698.26,308.96,12.23,11.49
BDL,LAX,351,4066.8,329.25,4.29,2.23
BDL,MCO,6164,1689.81,150.87,7.77,3.96
BDL,MDW,844,1250.46,122.12,9.64,4.82
BDL,MIA,731,1921.55,163.62,4.12,-1.62
BDL,MSP,2268,1689.81,158.68,2.78,-1.23
BDL,ORD,8536,1260.11,121.9,10.16,11.59
BDL,PBI,1877,1823.38,161.52,9.46,9.25
BDL,PHL,4220,315.43,51.89,11.94,14.82
BDL,PHX,273,3561.47,298.3,7.66,7.54
BDL,PIT,3553,653.39,68.61,8.08,7.18
BDL,PWM,548,271.98,31.64,8.23,8.32
BDL,SFO,730,4224.52,352.4,2.94,4.92
BDL,SJU,729,2681.16,205.65,4.26,-0.65
BDL,STL,3154,1540.14,146.56,6.79,5.75
BDL,TPA,675,1787.98,160.45,15.61,11.94
BET,ANC,2066,642.13,57.18,15.21,14.31
BFL,DFW,239,2045.47,159.63,1.13,2.8
BGM,PIT,1831,403.94,47.33,5.67,9.16
BGR,PVD,60,402.34,46.4,1.41,-1.58
BGR,PWM,120,175.42,24.05,2.97,1.0
BHM,ATL,6635,215.65,34.64,8.7,7.08
BHM,BNA,1909,284.85,34.39,5.62,5.22
BHM,BTR,718,534.3,49.28,3.78,2.53
BHM,BWI,2116,1097.57,94.48,10.12,8.67
BHM,CLT,3474,564.88,55.67,2.15,2.5
BHM,CVG,2130,637.3,69.13,3.17,0.66
BHM,DFW,2187,960.78,98.15,6.66,9.17
BHM,DTW,1371,1005.84,92.89,2.97,-4.1
BHM,EWR,107,1367.94,114.95,1.32,5.43
BHM,HOU,1524,917.32,89.4,8.44,4.18
BHM,IAD,524,1026.76,94.0,8.74,14.62
BHM,IAH,1696,904.45,85.6,3.61,2.85
BHM,JAN,1985,339.57,37.38,4.18,3.85
BHM,JAX,391,587.41,53.1,10.5,2.23
BHM,LAS,22,2603.91,236.86,8.91,13.45
BHM,MCO,731,769.26,72.82,7.46,6.48
BHM,MDW,1399,917.32,83.35,12.9,11.55
BHM,MEM,1929,339.57,40.34,0.3,-1.11
BHM,MOB,179,347.62,38.49,0.24,3.15
BHM,MSY,4754,516.6,51.65,11.31,9.34
BHM,ORD,1042,939.85,90.94,10.26,8.17
BHM,PHX,391,2341.59,208.65,3.3,-6.81
BHM,SDF,1390,519.82,50.93,9.47,7.91
BHM,STL,730,659.83,64.68,2.65,1.58
BHM,TPA,1430,740.3,64.37,18.3,16.92
BIL,DEN,1458,732.25,64.19,9.73,9.98
BIL,FCA,52,514.99,56.52,7.02,4.0
BIL,GTF,51,284.85,33.27,4.18,5.75
BIL,MSP,2197,1203.79,100.99,0.19,-6.22
BIL,SLC,2175,622.81,59.02,4.65,4.12
BIS,MSP,2843,621.21,60.99,1.96,-2.2
BNA,ATL,6478,344.4,43.02,7.43,6.58
BNA,AUS,1374,1216.66,109.64,18.65,13.68
BNA,BDL,721,1371.16,112.49,10.48,4.03
BNA,BHM,1940,284.85,32.04,12.47,10.69
BNA,BWI,5886,946.29,79.19,9.81,6.64
BNA,CLE,2571,720.98,66.71,8.75,7.43
BNA,CLT,3497,529.47,51.79,3.45,4.64
BNA,CMH,1035,543.96,55.92,4.08,1.91
BNA,CVG,1415,370.15,46.12,4.08,4.55
BNA,DCA,1306,904.45,79.26,3.1,5.14
BNA,DEN,1454,1630.26,141.78,8.1,7.43
BNA,DFW,7672,1015.49,95.75,5.35,3.37
BNA,DTW,7250,735.47,71.98,6.04,3.12
BNA,EWR,1732,1203.79,113.87,8.42,4.38
BNA,FLL,637,1276.21,106.29,11.13,7.55
BNA,HOU,4726,1078.26,99.85,13.04,7.77
BNA,IAD,1,872.26,75.0,153.0,165.0
BNA,IAH,2205,1057.34,99.69,3.55,0.47
BNA,ISP,1096,1292.3,111.01,6.95,2.25
BNA,JAX,2180,778.92,67.51,13.53,12.91
BNA,LAS,1993,2555.63,215.78,9.78,2.34
BNA,LAX,3581,2891.98,240.57,7.25,-2.91
BNA,LGA,1980,1229.54,105.19,9.9,16.4
BNA,MCI,2773,790.19,78.71,10.82,6.3
BNA,MCO,5031,991.35,84.75,13.65,5.32
BNA,MDW,6181,635.69,62.33,10.95,10.54
BNA,MEM,2109,321.87,39.41,3.45,1.33
BNA,MHT,753,1509.56,121.17,15.44,11.42
BNA,MIA,730,1297.13,105.76,2.21,1.66
BNA,MSP,2489,1118.49,107.53,3.34,-2.16
BNA,MSY,2128,758.0,69.06,11.15,9.16
BNA,OAK,731,3152.7,261.3,16.02,5.23
BNA,ONT,295,2817.95,234.09,6.37,-4.56
BNA,ORD,5454,658.22,73.38,10.58,13.43
BNA,PHL,2133,1086.3,99.98,7.74,12.66
BNA,PHX,1755,2330.32,202.04,10.71,0.96
BNA,PIT,2856,743.52,69.66,2.98,3.71
BNA,PVD,1425,1459.67,115.09,8.21,3.09
BNA,RDU,2649,712.94,66.38,13.52,11.72
BNA,SAN,751,2817.95,235.16,22.39,10.02
BNA,SAT,731,1322.88,117.72,33.67,28.88
BNA,SDF,874,243.01,31.58,-0.65,-1.19
BNA,SEA,637,3181.67,274.88,5.35,-4.66
BNA,STL,4094,436.13,52.62,3.61,3.97
BNA,TPA,2911,984.92,83.65,11.1,7.07
BOI,DEN,2380,1044.46,84.28,5.68,6.47
BOI,GEG,2073,461.88,45.2,11.08,10.54
BOI,LAS,1439,836.86,84.09,9.63,5.02
BOI,MSP,1548,1837.87,143.62,5.39,0.1
BOI,OAK,731,822.37,77.73,8.1,1.05
BOI,ORD,909,2312.62,171.83,16.2,18.01
BOI,PDX,2134,553.61,55.82,9.79,8.05
BOI,PHX,775,1182.86,103.31,4.43,-2.19
BOI,RNO,2121,539.13,50.98,7.46,5.13
BOI,SEA,2145,642.13,68.16,8.74,7.7
BOI,SFO,2893,840.08,84.27,21.72,19.58
BOI,SLC,4923,468.32,44.54,4.63,3.23
BOS,ATL,10899,1522.44,136.95,12.88,10.9
BOS,BDL,3,146.45,28.0,40.0,70.0
BOS,BUF,1837,637.3,67.91,13.63,13.51
BOS,BWI,3897,595.46,64.38,13.24,12.59
BOS,CLE,3398,906.06,93.63,9.6,8.58
BOS,CLT,5690,1171.6,110.54,15.72,14.9
BOS,CMH,1647,1029.98,98.25,9.22,11.43
BOS,CVG,4351,1210.22,115.59,14.1,9.92
BOS,DCA,13637,642.13,73.51,5.18,3.92
BOS,DEN,4163,2822.78,238.58,10.77,10.49
BOS,DFW,9934,2513.79,217.43,9.6,2.07
BOS,DTW,6088,1017.1,99.34,8.96,5.55
BOS,EWR,10892,321.87,51.64,15.76,17.01
BOS,FLL,5248,1990.75,180.6,13.96,12.28
BOS,IAD,16452,664.66,72.56,8.88,9.54
BOS,IAH,3749,2570.12,220.25,9.08,5.91
BOS,JFK,3628,300.95,44.39,13.97,14.8
BOS,LAS,2181,3831.84,314.35,14.8,12.63
BOS,LAX,6447,4201.99,340.42,8.36,4.48
BOS,LGA,14297,297.73,45.57,2.05,5.3
BOS,MCO,9198,1804.07,160.85,13.2,8.53
BOS,MEM,1698,1833.04,161.74,8.66,5.22
BOS,MIA,3707,2024.55,170.94,15.6,8.74
BOS,MSP,5132,1808.9,162.78,9.93,4.55
BOS,ORD,20012,1395.3,133.06,14.07,14.66
BOS,ORF,225,753.17,74.99,29.49,26.82
BOS,PBI,2837,1926.38,170.29,14.75,12.15
BOS,PDX,45,4082.9,351.3,4.86,-0.28
BOS,PHL,12249,450.62,62.18,13.95,16.6
BOS,PHX,2814,3701.48,309.09,13.24,8.19
BOS,PIT,5835,798.23,81.09,15.76,14.09
BOS,RDU,614,984.92,96.31,11.14,6.84
BOS,RIC,472,762.83,78.52,29.69,26.4
BOS,ROC,1190,552.0,60.41,12.84,13.43
BOS,RSW,1915,2010.07,185.73,9.26,8.6
BOS,SAN,727,4164.97,342.46,16.08,4.13
BOS,SEA,957,4016.91,339.65,8.83,2.29
BOS,SFO,7171,4351.66,355.82,10.95,7.76
BOS,SJC,1636,4327.52,356.81,11.88,6.83
BOS,SJU,2957,2694.04,210.45,11.23,9.33
BOS,SLC,2183,3387.66,286.22,9.76,5.32
BOS,STL,4336,1683.37,157.0,9.54,8.85
BOS,STT,59,2724.61,209.09,14.98,0.22
BOS,TPA,4439,1907.07,173.67,16.39,14.1
BQN,EWR,17,2550.8,213.0,-5.38,-2.56
BRO,IAH,148,495.68,52.42,2.88,4.89
BRW,ANC,458,1166.77,96.99,12.64,10.04
BRW,FAI,1453,809.5,70.38,11.0,9.14
BTR,ATL,2158,722.59,70.64,12.86,10.22
BTR,BHM,718,534.3,47.34,1.2,0.51
BTR,DFW,2181,616.38,61.99,6.46,5.38
BTR,JAN,722,222.09,26.88,1.4,1.15
BTR,MEM,1887,513.38,53.89,-0.88,-4.32
BTR,MOB,1451,280.03,29.58,5.25,5.65
BTV,ORD,1673,1227.93,115.13,14.3,15.14
BTV,PHL,2183,540.74,65.42,9.23,11.64
BTV,PIT,1454,730.64,75.58,6.38,4.51
BUF,ATL,2209,1145.85,104.23,11.21,9.84
BUF,BOS,1803,637.3,62.61,8.28,12.8
BUF,BWI,563,452.22,49.11,7.69,3.91
BUF,CLE,293,308.99,42.71,10.33,15.12
BUF,CLT,2149,878.7,87.86,9.47,9.85
BUF,CVG,1445,659.83,68.45,3.61,1.73
BUF,DCA,2035,476.36,52.32,8.34,9.12
BUF,DFW,321,1950.52,163.87,3.57,-2.78
BUF,DTW,3560,386.24,46.42,1.25,1.73
BUF,EWR,3182,453.83,54.3,13.53,14.19
BUF,IAD,4,457.05,47.25,-5.0,-26.25
BUF,LAS,85,3197.76,265.55,3.05,-22.0
BUF,LGA,4057,469.93,55.66,15.78,18.41
BUF,MCO,1136,1627.04,138.67,5.68,-3.03
BUF,MSP,817,1181.26,113.9,5.62,1.44
BUF,ORD,6979,761.22,77.88,11.28,13.85
BUF,PHL,3639,449.01,56.12,12.0,16.08
BUF,PHX,85,3077.06,267.04,8.33,-3.95
BUF,PIT,2893,299.34,40.66,6.91,7.21
BUF,ROC,723,88.51,16.43,5.95,4.94
BUR,DEN,1443,1367.94,109.91,1.59,2.62
BUR,DFW,1152,1981.1,155.68,4.38,6.89
BUR,LAS,8362,358.88,40.23,10.46,9.21
BUR,OAK,10333,523.04,51.23,8.83,7.43
BUR,PDX,2120,1314.83,113.17,9.55,6.38
BUR,PHX,8926,593.85,62.66,9.67,10.85
BUR,SEA,1974,1507.95,130.68,13.92,15.26
BUR,SFO,8996,524.64,54.8,17.51,15.78
BUR,SJC,5515,476.36,48.15,8.92,7.98
BUR,SMF,6768,576.14,56.1,9.68,8.35
BWI,ABQ,22,2687.6,245.59,14.09,16.91
BWI,ALB,1583,463.49,51.28,19.76,19.44
BWI,ATL,7630,926.98,90.23,10.17,7.65
BWI,AUS,180,2159.73,186.39,3.81,-6.11
BWI,BDL,4112,455.44,48.17,11.96,7.83
BWI,BHM,2112,1097.57,100.66,11.76,6.64
BWI,BNA,5883,946.29,90.0,13.17,9.04
BWI,BOS,3973,595.46,60.52,10.74,14.53
BWI,BUF,564,452.22,48.64,8.89,3.73
BWI,CLE,10643,505.33,55.85,10.7,11.77
BWI,CLT,5342,580.97,60.04,7.31,7.61
BWI,CMH,291,540.74,56.24,6.41,7.44
BWI,CVG,2899,692.02,73.36,7.01,5.57
BWI,DCA,2,48.28,14.5,62.5,91.0
BWI,DEN,3649,2399.53,203.47,7.95,8.32
BWI,DFW,3827,1958.57,170.39,9.83,3.28
BWI,DTW,5516,656.61,69.17,5.68,3.1
BWI,EWR,60,271.98,42.41,42.85,47.78
BWI,FLL,4737,1488.64,137.41,10.59,7.1
BWI,HOU,928,2005.24,176.83,8.3,0.57
BWI,IAH,4181,1987.53,169.3,8.31,6.08
BWI,IND,502,828.81,82.63,11.36,4.97
BWI,ISP,5104,354.05,42.8,10.89,8.13
BWI,JAN,1455,1429.09,127.73,8.08,3.42
BWI,JAX,4251,1066.99,97.55,12.43,10.12
BWI,LAS,1946,3389.27,280.43,22.93,15.66
BWI,LAX,2203,3748.15,305.08,10.13,6.68
BWI,LGA,1062,297.73,38.79,12.54,18.2
BWI,MCI,2188,1556.23,140.85,10.66,5.17
BWI,MCO,7342,1266.55,114.03,11.6,7.58
BWI,MDW,8014,983.31,98.53,12.98,11.23
BWI,MEM,271,1266.55,116.81,-1.16,-2.98
BWI,MHT,9075,606.72,59.72,12.65,11.65
BWI,MIA,2513,1522.44,135.32,10.79,8.43
BWI,MSP,3057,1506.34,139.21,7.53,4.27
BWI,MSY,2170,1606.12,143.59,14.12,8.99
BWI,ORD,5458,1001.01,99.5,14.15,15.71
BWI,PBI,1084,1421.05,131.16,9.03,6.65
BWI,PHL,2119,144.84,28.13,5.73,6.82
BWI,PHX,4839,3217.07,270.66,16.24,9.81
BWI,PIT,5125,337.96,39.14,9.09,10.99
BWI,PVD,12617,527.86,50.94,12.11,10.91
BWI,RDU,2354,410.38,46.09,16.0,12.02
BWI,RSW,119,1478.98,138.23,3.1,-7.5
BWI,SAT,730,2264.34,195.42,4.58,0.51
BWI,SDF,2815,796.62,81.6,14.68,10.49
BWI,SFO,1888,3954.15,324.09,7.25,4.01
BWI,SJU,730,2518.62,196.26,9.98,8.06
BWI,SLC,72,2999.81,269.85,17.33,17.26
BWI,STL,6473,1186.08,116.85,11.09,7.83
BWI,TPA,7181,1355.06,122.01,13.49,10.48
BZN,DTW,8,2254.69,170.75,3.38,19.0
BZN,MSP,2010,1406.56,116.17,2.38,-2.68
BZN,SLC,1540,558.44,53.22,3.46,3.15
CAE,ATL,5639,307.38,42.19,8.79,7.19
CAE,CLT,4087,141.62,27.2,1.32,1.14
CAE,FLL,1,877.09,91.0,-6.0,-1.0
CAK,PIT,2070,112.65,22.27,1.37,0.6
CDV,ANC,727,257.49,33.06,17.69,20.0
CDV,YAK,727,342.79,35.81,10.61,12.06
CHA,ATL,1,170.59,34.0,-7.0,3.0
CHA,CLT,2081,389.46,45.63,0.22,0.63
CHS,ATL,6631,416.82,51.11,8.1,6.82
CHS,BOS,1,1316.44,115.0,5.0,36.0
CHS,CLT,5025,270.37,36.29,1.68,2.78
CHS,DCA,650,714.55,64.78,-1.51,-1.2
CHS,DTW,204,1075.04,102.56,3.3,4.05
CHS,EWR,1350,1010.67,90.25,12.29,8.04
CHS,IAH,81,1488.64,122.9,2.75,-4.95
CHS,PHL,1,885.14,81.0,-8.0,4.0
CID,DEN,926,1113.66,101.14,7.57,10.08
CID,MSP,1086,355.66,44.82,3.44,0.97
CID,ORD,3314,315.43,39.1,10.95,13.08
