Origin,Dest,flight_count,avg_distance,avg_air_time,avg_dep_delay,avg_arr_delay
ATL,GSP,13599,246.23,29.17,7.53,7.81
ATL,GUC,393,2093.75,182.9,11.63,10.55
ATL,HNL,1488,7245.25,526.81,22.67,13.92
ATL,HOU,7955,1120.1,104.29,7.2,7.72
ATL,HSV,13376,243.01,29.81,9.58,7.48
ATL,IAD,11569,857.78,74.91,9.17,9.03
ATL,IAH,23881,1108.84,99.76,8.81,8.82
ATL,ICT,2268,1256.89,112.7,6.74,6.01
ATL,IND,7635,695.23,63.34,8.21,10.15
ATL,JAN,8357,548.78,53.32,9.42,9.95
ATL,JAX,15816,434.52,42.21,12.29,12.82
ATL,JFK,9810,1223.1,102.2,11.08,8.07
ATL,LAS,4802,2811.52,227.33,14.41,16.21
ATL,LAX,13422,3131.78,246.58,17.06,17.91
ATL,LEX,7198,487.63,46.84,8.04,7.74
ATL,LGA,24692,1224.71,99.89,11.18,9.86
ATL,LIT,7107,729.03,67.9,10.51,9.94
ATL,MCI,11551,1113.66,101.1,10.12,11.17
ATL,MCO,22271,648.56,58.2,14.88,15.29
ATL,MDT,3594,996.18,83.9,9.24,10.78
ATL,MDW,862,949.51,,5.74,3.34
ATL,MEM,23684,534.3,54.02,7.34,7.56
ATL,MGM,10788,236.57,29.53,7.54,7.79
ATL,MIA,28214,957.56,82.7,10.31,11.75
ATL,MKE,5411,1076.65,93.54,7.37,7.66
ATL,MLB,8165,712.94,61.98,7.08,7.3
ATL,MLU,1801,720.98,66.54,8.53,10.01
ATL,MOB,11254,486.02,48.84,10.05,11.36
ATL,MSP,15708,1458.06,133.56,8.37,6.84
ATL,MSY,16346,683.97,67.15,10.9,11.74
ATL,OKC,4559,1224.71,108.18,9.18,9.49
ATL,OMA,4566,1321.27,116.65,10.04,9.76
ATL,ONT,1810,3057.75,246.61,16.55,15.03
ATL,ORD,44058,975.26,90.9,11.12,11.48
ATL,ORF,9114,830.42,67.71,6.96,7.71
ATL,PBI,15531,877.09,74.62,11.94,13.59
ATL,PDX,2868,3495.49,277.2,15.6,13.37
ATL,PFN,3834,397.51,40.78,5.58,5.94
ATL,PHL,23775,1070.21,92.39,10.68,10.43
ATL,PHX,13164,2554.02,212.86,13.03,13.16
ATL,PIT,20031,846.51,74.78,9.04,8.76
ATL,PNS,11636,437.74,45.4,8.81,10.06
ATL,PVD,6006,1453.23,113.33,7.72,8.71
ATL,RDU,19552,572.93,53.33,7.69,8.99
ATL,RIC,9143,774.09,64.39,9.23,9.46
ATL,ROC,3821,1205.4,94.9,13.07,13.15
ATL,RSW,13209,828.81,71.9,9.89,11.82
ATL,SAN,5249,3043.26,245.53,12.06,12.69
ATL,SAT,9343,1406.56,121.01,9.02,7.02
ATL,SAV,13585,346.01,35.53,10.29,10.78
ATL,SDF,11945,516.6,52.25,11.41,12.67
ATL,SEA,3924,3511.58,283.0,18.08,17.56
ATL,SFO,10676,3442.38,277.69,15.45,15.24
ATL,SHV,4367,888.36,82.46,6.74,7.43
ATL,SJC,529,3405.36,275.77,11.42,10.59
ATL,SJU,8760,2489.65,178.13,17.59,16.88
ATL,SLC,13706,2557.24,208.09,13.63,14.48
ATL,SMF,425,3366.74,269.69,12.96,3.31
ATL,SNA,1527,3088.32,250.99,9.26,9.23
ATL,SRQ,9488,716.16,62.6,8.09,8.79
ATL,STL,22296,777.31,79.54,9.0,8.74
ATL,STT,3320,2573.33,186.74,11.97,10.79
ATL,SWF,3720,1261.72,105.93,11.54,9.65
ATL,SYR,3598,1276.21,102.55,8.88,8.23
ATL,TLH,12319,358.88,36.77,7.63,7.12
ATL,TOL,3613,883.53,75.32,8.73,9.86
ATL,TPA,18649,653.39,58.66,13.44,14.69
ATL,TRI,3980,365.32,37.46,3.77,5.07
ATL,TUL,6916,1084.7,96.93,11.86,10.07
ATL,TUS,19,2479.99,203.47,7.16,-5.21
ATL,TYS,14986,244.62,27.81,7.84,7.67
AUS,ATL,6166,1308.39,108.33,8.43,9.12
AUS,BNA,1479,1216.66,97.21,6.2,0.55
AUS,BOS,327,2732.66,205.64,2.19,-2.17
AUS,CLT,153,1662.45,,2.13,-1.38
AUS,CVG,887,1541.75,128.12,6.94,7.14
AUS,DAL,21833,304.17,36.02,7.08,5.67
AUS,DEN,5363,1247.24,106.89,4.29,2.03
AUS,DFW,35003,305.77,38.57,5.76,6.5
AUS,ELP,7950,849.73,74.78,7.69,5.48
AUS,HOU,19600,238.18,30.48,5.31,3.45
AUS,HRL,1767,439.35,44.7,2.17,1.34
AUS,IAH,18187,225.31,30.64,4.11,5.69
AUS,LAS,2463,1754.18,150.2,3.4,1.74
AUS,LAX,795,1998.8,166.16,2.21,-3.2
AUS,LBB,3583,548.78,51.31,7.41,5.22
AUS,MAF,3284,473.15,45.97,4.7,2.29
AUS,MCO,431,1598.07,127.0,13.77,5.82
AUS,MEM,5222,899.62,79.7,0.11,-0.14
AUS,MIA,200,1776.71,139.84,3.28,-4.45
AUS,MSP,1160,1676.93,140.16,0.96,3.02
AUS,ORD,12149,1573.93,130.98,5.32,5.78
AUS,PHX,11607,1403.34,123.38,5.11,4.07
AUS,PIT,1771,1947.3,153.71,3.49,2.84
AUS,SAT,5315,106.22,18.8,3.49,3.81
AUS,SFO,209,2420.45,207.62,16.78,12.93
AUS,SJC,2800,2375.39,199.79,4.67,1.21
AUS,SLC,971,1746.13,147.16,6.14,2.78
AUS,STL,4156,1161.94,104.46,3.71,4.02
AVL,ATL,3250,263.93,36.22,6.07,8.08
AVL,CLT,9570,148.06,24.38,3.91,2.8
AVP,ABE,454,80.47,15.09,3.61,0.55
AVP,ATL,2682,1149.07,115.03,3.46,3.46
AVP,CLT,121,819.15,,3.42,-0.41
AVP,CVG,454,803.06,85.13,1.04,3.35
AVP,PHL,1701,168.98,28.68,3.46,3.1
AVP,PIT,7262,391.07,48.98,4.0,3.07
AZO,DTW,6140,181.86,30.18,2.86,2.86
AZO,LAN,1750,99.78,17.1,-0.7,-0.92
AZO,MSP,2084,685.58,76.02,3.17,2.84
AZO,PIT,1788,484.41,48.79,1.77,2.64
BDL,ALB,1,128.75,21.0,-2.0,0.0
BDL,ATL,9251,1382.42,126.63,5.61,7.49
BDL,BNA,678,1371.16,126.37,1.78,1.53
BDL,BOS,5,146.45,29.0,45.6,45.4
BDL,BUF,1388,510.16,57.06,3.99,1.7
BDL,BWI,5215,455.44,51.39,6.6,6.02
BDL,CLE,5951,764.44,81.75,3.03,2.06
BDL,CLT,5869,1036.41,98.82,7.11,5.29
BDL,CVG,6177,1063.77,103.21,5.52,7.48
BDL,DCA,6771,503.72,63.8,6.64,5.97
BDL,DEN,1798,2689.21,226.51,6.69,3.88
BDL,DFW,6911,2367.34,210.19,4.51,2.51
BDL,DTW,8469,881.92,91.32,4.59,2.53
BDL,EWR,696,186.68,,1.37,3.12
BDL,FLL,1432,1887.76,166.59,6.19,6.21
BDL,IAD,2567,524.64,59.17,5.77,4.99
BDL,IAH,537,2425.28,210.88,-0.92,-2.42
BDL,ISP,8,131.97,29.0,6.62,17.75
BDL,JFK,203,170.59,34.56,12.28,9.51
BDL,LGA,631,162.54,25.0,5.43,2.56
BDL,MCO,5637,1689.81,151.43,5.14,0.75
BDL,MIA,1833,1921.55,161.62,3.52,1.18
BDL,MSP,4651,1689.81,158.09,4.29,1.25
BDL,ORD,20481,1260.11,121.59,6.27,4.64
BDL,PBI,2152,1823.38,156.54,4.81,5.81
BDL,PHL,7710,315.43,51.99,7.43,6.76
BDL,PIT,8463,653.39,70.18,7.75,7.5
BDL,PVD,2,106.22,18.0,-8.5,-5.5
BDL,RDU,2234,856.17,82.81,1.67,-0.01
BDL,ROC,25,429.69,,7.76,5.72
BDL,SFO,138,4224.52,344.92,4.29,1.12
BDL,SJU,1786,2681.16,203.58,5.71,6.71
BDL,STL,7566,1540.14,148.42,4.84,3.64
BDL,SYR,1448,308.99,37.44,5.8,3.3
BDL,TPA,2640,1787.98,160.02,4.42,1.43
BET,ANC,3997,642.13,57.81,8.84,11.33
BET,ANI,213,151.28,,7.64,10.4
BET,KSM,204,162.54,,8.17,10.06
BFL,DFW,2021,2045.47,159.45,4.74,6.22
BFL,LAX,1,175.42,,-18.0,6.0
BFL,SNA,203,223.7,38.65,1.53,7.1
BGM,PHL,244,265.54,40.66,4.58,16.37
BGM,PIT,6537,403.94,47.8,4.43,4.43
BGR,BOS,3327,323.48,41.24,5.62,3.15
BGR,EWR,293,632.47,,0.59,0.45
BGR,MHT,155,294.51,,2.09,2.81
BGR,ORD,91,1573.93,,9.3,6.62
BGR,PHL,463,761.22,83.08,10.32,10.26
BGR,PIT,400,1049.29,98.04,2.93,-0.35
BGR,PVD,970,402.34,45.43,10.84,-0.31
BGR,PWM,2180,175.42,23.74,-0.28,-3.61
BGR,SWF,849,563.27,57.86,1.14,1.59
BHM,ATL,15027,215.65,35.88,8.97,12.63
BHM,BNA,7960,284.85,34.41,3.02,0.44
BHM,BTR,937,534.3,50.01,8.3,11.24
BHM,BWI,2830,1097.57,93.7,9.55,7.9
BHM,CLT,8824,564.88,55.17,3.87,2.78
BHM,CVG,1796,637.3,66.45,3.99,5.8
BHM,DFW,9310,960.78,97.28,4.48,5.95
BHM,DTW,448,1005.84,,-1.74,-1.26
BHM,HOU,1281,917.32,89.3,3.05,3.21
BHM,HSV,1555,119.09,19.73,-0.5,0.09
BHM,IAH,2546,904.45,85.17,2.98,5.01
BHM,JAN,3712,339.57,36.87,9.88,11.36
BHM,MCO,745,769.26,71.71,6.6,7.59
BHM,MDW,1584,917.32,81.6,12.37,8.02
BHM,MEM,5306,339.57,40.35,-0.63,-0.13
BHM,MGM,1039,144.84,19.47,7.67,9.62
BHM,MOB,1354,347.62,35.28,10.74,9.78
BHM,MSY,11370,516.6,52.27,6.79,4.94
BHM,ORD,3620,939.85,94.84,9.09,10.36
BHM,PIT,1535,962.39,84.99,5.02,6.1
BHM,SAV,1,543.96,,69.0,122.0
BHM,SDF,3337,519.82,50.0,7.06,6.41
BHM,SHV,1041,672.7,62.7,6.16,5.74
BHM,STL,674,659.83,66.12,4.52,2.2
BHM,TPA,1315,740.3,64.6,13.46,10.45
BIL,BZN,2910,202.78,27.81,-5.07,-5.73
BIL,DEN,5111,732.25,63.56,7.3,7.98
BIL,FCA,353,514.99,55.21,1.86,2.09
BIL,GTF,468,284.85,,8.63,8.86
BIL,JAC,1,299.34,,0.0,-1.0
BIL,MSP,5434,1203.79,102.69,0.76,2.78
BIL,SLC,5404,622.81,60.0,7.72,7.79
BIS,DEN,534,832.03,,2.89,6.34
BIS,MOT,431,168.98,,-2.17,-8.66
BIS,MSP,7084,621.21,61.74,2.22,2.71
BNA,ATL,15017,344.4,44.17,7.65,9.57
BNA,AUS,1488,1216.66,110.71,5.23,2.16
BNA,BDL,665,1371.16,106.38,7.81,3.81
BNA,BHM,7927,284.85,31.51,6.66,3.55
BNA,BOS,3375,1517.61,125.58,8.95,10.33
BNA,BTR,487,746.73,,6.3,4.6
BNA,BWI,7162,946.29,78.94,5.78,3.25
BNA,CLE,6015,720.98,67.25,5.79,3.33
BNA,CLT,8414,529.47,51.33,4.89,4.5
BNA,CMH,344,543.96,56.08,5.48,5.15
BNA,CVG,2826,370.15,42.97,6.32,8.68
BNA,DAY,4,471.54,,13.5,20.0
BNA,DCA,5347,904.45,75.85,5.48,5.41
BNA,DEN,3088,1630.26,144.6,6.4,5.7
BNA,DFW,22843,1015.49,96.85,6.55,5.67
BNA,DTW,14034,735.47,71.71,5.38,4.47
BNA,EWR,5217,1203.79,113.87,9.95,12.04
BNA,FLL,1024,1276.21,,6.19,5.96
BNA,GSO,289,606.72,49.0,6.16,7.15
BNA,HOU,9195,1078.26,100.05,8.75,5.95
BNA,HSV,2482,164.15,22.41,7.05,3.97
BNA,IAH,4613,1057.34,99.97,5.95,6.3
BNA,IND,834,400.73,,2.2,1.99
BNA,JAN,447,526.25,,2.83,5.54
BNA,JAX,1540,778.92,67.01,7.71,5.24
BNA,LAS,1089,2555.63,217.19,4.3,-3.71
BNA,LAX,3514,2891.98,241.9,6.55,2.99
BNA,LEX,517,281.63,,5.49,6.22
BNA,LGA,6097,1229.54,101.68,7.33,8.48
BNA,LIT,2389,526.25,53.58,5.48,5.3
BNA,MCI,4263,790.19,80.16,6.17,4.78
BNA,MCO,5491,991.35,85.03,6.24,2.78
BNA,MDW,14359,635.69,61.76,5.61,3.61
BNA,MEM,7543,321.87,40.37,4.16,3.53
BNA,MIA,4538,1297.13,106.27,5.96,6.18
BNA,MKE,1463,764.44,,4.91,4.14
BNA,MOB,884,619.6,,4.62,1.31
BNA,MSP,4480,1118.49,111.06,4.71,1.16
BNA,MSY,4219,758.0,70.38,6.67,5.18
BNA,OAK,270,3152.7,263.74,9.26,-14.75
BNA,ORD,17942,658.22,71.02,7.31,6.19
BNA,ORF,606,941.46,,4.7,3.05
BNA,PHL,4964,1086.3,95.26,5.28,5.51
BNA,PHX,3924,2330.32,203.92,5.34,2.46
BNA,PIT,6682,743.52,69.02,4.25,3.92
BNA,PVD,544,1459.67,111.94,12.06,7.91
BNA,RDU,2413,712.94,68.74,4.91,2.25
BNA,RIC,1322,848.12,,4.19,2.63
BNA,RSW,265,1161.94,,5.89,5.82
BNA,SAN,1145,2817.95,,6.86,7.09
BNA,SAT,1670,1322.88,117.44,10.09,9.73
BNA,SDF,1823,243.01,30.16,4.66,7.04
BNA,SFO,3,3167.18,,6.67,16.67
BNA,SJU,573,2821.17,,4.84,7.2
BNA,STL,9969,436.13,53.63,4.37,4.87
BNA,TPA,3799,984.92,84.6,8.87,5.76
BNA,TYS,1194,244.62,28.17,14.62,11.8
BOI,DEN,7098,1044.46,84.54,3.56,3.4
BOI,GEG,2858,461.88,45.32,8.55,3.87
BOI,LAS,1637,836.86,83.2,7.23,4.53
BOI,LAX,4,1084.7,,8.25,9.5
BOI,MSP,2659,1837.87,144.42,6.73,6.23
BOI,ORD,3106,2312.62,172.41,6.68,4.58
BOI,PDX,3157,553.61,56.51,6.49,4.59
BOI,PSC,441,376.59,,10.98,14.6
BOI,RNO,2861,539.13,51.27,5.0,-2.32
BOI,SEA,2722,642.13,66.4,8.53,7.7
BOI,SFO,7278,840.08,83.35,7.36,5.09
BOI,SLC,11934,468.32,44.78,5.05,5.17
BOS,ATL,16097,1522.44,138.13,11.88,12.81
BOS,AUS,327,2732.66,242.77,-0.95,-2.7
BOS,BDL,6,146.45,35.0,9.4,15.8
BOS,BGR,3308,323.48,36.16,8.82,8.88
BOS,BNA,3383,1517.61,139.85,8.41,5.17
BOS,BUF,5600,637.3,67.77,9.24,4.79
BOS,BWI,15950,595.46,63.88,10.16,6.02
BOS,CLE,10332,906.06,93.94,9.63,7.54
BOS,CLT,13129,1171.6,111.64,10.37,7.73
BOS,CMH,8775,1029.98,103.93,9.48,7.88
BOS,CVG,9173,1210.22,116.16,9.32,10.04
BOS,DCA,35381,642.13,74.52,8.14,5.42
BOS,DEN,10200,2822.78,241.81,10.31,8.19
BOS,DFW,22821,2513.79,220.33,7.7,5.18
BOS,DTW,15634,1017.1,98.98,7.17,5.07
BOS,EWR,39819,321.87,53.68,11.15,10.83
BOS,FLL,3464,1990.75,173.77,12.7,11.26
BOS,GSO,1753,1038.02,100.72,9.54,12.79
BOS,IAD,12235,664.66,71.03,10.96,11.0
BOS,IAH,8137,2570.12,223.18,9.57,8.09
BOS,IND,1713,1314.83,129.54,13.68,7.81
BOS,JFK,7536,300.95,44.68,12.36,12.83
BOS,LAS,2391,3831.84,314.21,24.32,20.6
BOS,LAX,12269,4201.99,341.69,7.03,4.98
BOS,LGA,29084,297.73,45.06,1.28,1.8
BOS,MCI,525,2021.33,186.73,11.69,1.16
BOS,MCO,15696,1804.07,162.24,8.76,6.03
BOS,MEM,3637,1833.04,162.51,7.12,1.59
BOS,MIA,9888,2024.55,174.98,8.93,8.11
BOS,MKE,2,1384.03,128.5,32.0,34.0
BOS,MSP,9940,1808.9,162.13,7.9,5.08
BOS,ONT,1,4131.18,323.0,-4.0,-18.0
BOS,ORD,44889,1395.3,132.12,9.49,7.82
BOS,ORF,3609,753.17,76.37,12.77,10.99
BOS,PBI,4241,1926.38,163.93,13.16,10.89
BOS,PHL,27888,450.62,60.36,9.89,8.52
BOS,PHX,811,3701.48,310.54,16.53,18.39
BOS,PIT,15236,798.23,81.72,11.87,10.31
BOS,PWM,2489,152.89,24.4,13.29,12.68
BOS,RDU,2455,984.92,97.71,9.53,6.63
BOS,RIC,1532,762.83,80.72,13.46,11.2
BOS,ROC,5287,552.0,60.26,10.07,8.75
BOS,RSW,2543,2010.07,186.08,9.43,9.38
BOS,SEA,2054,4016.91,333.86,10.14,4.05
BOS,SFO,9309,4351.66,355.48,9.61,6.66
BOS,SJC,2104,4327.52,355.16,3.11,-1.16
BOS,SJU,4477,2694.04,209.74,7.24,6.0
BOS,SLC,3616,3387.66,285.42,10.97,10.91
BOS,SRQ,119,1963.39,179.39,9.34,16.33
BOS,STL,9801,1683.37,157.02,10.59,9.4
BOS,SWF,1,273.59,31.0,-5.0,-3.0
BOS,SYR,2124,424.87,49.72,8.95,7.11
BOS,TPA,7238,1907.07,173.56,12.77,11.22
BQN,JFK,1206,2536.32,207.97,4.32,8.37
BQN,MIA,1110,1577.15,131.26,1.42,6.04
BRO,IAH,3066,495.68,52.0,2.23,4.04
BRW,ANC,899,1166.77,99.03,6.23,9.32
BRW,FAI,2690,809.5,70.9,9.22,10.4
BRW,SCC,461,328.31,35.54,11.5,8.97
BTM,BZN,776,104.61,,3.72,2.57
BTM,HLN,118,82.08,,2.48,2.62
BTR,ATL,5407,722.59,70.26,9.55,11.67
BTR,BHM,936,534.3,45.87,5.41,3.56
BTR,BNA,502,746.73,,2.15,1.71
BTR,DFW,6584,616.38,62.48,8.03,8.81
BTR,HOU,1,410.38,,44.0,50.0
BTR,IAH,1153,407.16,43.0,2.88,4.41
BTR,JAN,1814,222.09,26.31,4.37,4.32
BTR,MEM,5022,513.38,55.2,-0.91,-0.12
BTR,MOB,4645,280.03,29.13,10.08,8.68
BTR,SHV,88,331.52,,22.84,3.08
BTV,EWR,556,428.08,,9.04,11.4
BTV,LGA,55,415.21,,2.19,-0.27
BTV,MHT,1312,218.87,27.12,4.84,3.8
BTV,ORD,4211,1227.93,111.54,11.2,8.67
BTV,PHL,6406,540.74,64.28,5.06,2.64
BTV,PIT,3790,730.64,76.75,4.25,-0.93
BUF,ALB,1596,403.94,41.23,4.87,4.56
BUF,ATL,5404,1145.85,104.81,16.6,7.77
BUF,BDL,1391,510.16,48.0,4.42,3.99
BUF,BOS,5615,637.3,61.02,8.64,6.56
BUF,BWI,1881,452.22,51.87,3.4,2.91
BUF,CLE,1316,308.99,41.28,2.84,1.8
BUF,CLT,4714,878.7,88.6,6.68,5.6
BUF,CVG,4358,659.83,69.8,3.96,5.1
BUF,DCA,5269,476.36,51.51,6.48,7.33
BUF,DTW,8573,386.24,45.76,1.2,1.94
BUF,EWR,14269,453.83,54.83,10.74,10.54
BUF,IAD,44,457.05,,0.64,2.5
BUF,ISP,1,524.64,,-14.0,0.0
BUF,LGA,12170,469.93,54.07,8.38,4.93
BUF,MCO,261,1627.04,141.27,7.04,2.51
BUF,MIA,1,1907.07,182.0,106.0,121.0
BUF,MSP,787,1181.26,113.68,-0.35,1.14
BUF,ORD,17532,761.22,77.25,5.4,4.83
BUF,PHL,7695,449.01,54.03,6.67,5.06
BUF,PIT,7468,299.34,41.22,5.87,4.8
BUF,RDU,1095,783.75,,0.51,-0.42
BUF,ROC,1774,88.51,15.85,5.02,3.57
BUF,SWF,1,415.21,44.0,26.0,25.0
BUF,SYR,1,215.65,,35.0,30.0
BUF,TPA,21,1696.24,154.67,6.24,3.48
BUR,DEN,5674,1367.94,109.67,2.29,1.57
BUR,DFW,4705,1981.1,154.95,3.12,3.54
BUR,LAS,21892,358.88,39.59,4.69,2.91
BUR,LGB,1,46.67,,-6.0,1.0
BUR,OAK,29613,523.04,51.48,5.25,3.05
BUR,ONT,4,70.81,,1.5,11.5
BUR,PDX,4534,1314.83,114.41,5.83,7.01
BUR,PHX,19495,593.85,60.71,3.83,2.11
BUR,SEA,3903,1507.95,129.3,6.53,8.45
BUR,SFO,20451,524.64,55.13,8.73,5.44
BUR,SJC,12328,476.36,47.77,5.66,3.64
